model,modality,n_features,n_nonzero,lam,cohort_n,train_n,test_n,n_test,accuracy,majority_baseline,lift_over_majority,roc_auc,pr_auc,pr_auc_baseline,balanced_accuracy,sensitivity,specificity,precision,f1_converter,TP,FP,FN,TN,acc_high_conf,acc_low_conf,frac_high_conf,confidently_wrong,acc_ci_lo,acc_ci_hi,auc_ci_lo,auc_ci_hi
MMSE+MRI+CSF combined,ALL,369,7,48.0,776,543,233,233,0.7167,0.6395,0.0773,0.8268,0.6962,0.3605,0.6279,0.3095,0.9463,0.7647,0.4407,26,8,58,141,0.9048,0.6981,0.0901,2,0.6567,0.7725,0.7664,0.8807
