audit,source,target,upstream,incoming_n,source_gate,target_band,kept_by_source,kept_pct,handed_off_by_stage13,converter_rate_kept,source_acc_on_kept,target_acc_on_kept,source_confidently_wrong,rescued_wrong_to_right,broken_right_to_wrong,net_correct_change,unchanged,models_disagree,target_confident,target_confidently_wrong,rescued_by_confident_target,broken_by_confident_target,mean_confidence_change
MRI confident -> CSF,MRI,CSF,MMSE,224,0.8,0.8,46,20.5,178,0.348,0.7391,0.7826,12,4,2,2,40,6,12,1,0,0,-0.1531
